vendor,wf_sharpe,naive_sharpe,selection_cost,config_switches,modal_config,modal_config_frac,n_folds,wf_sharpe_per_fold,seed,true_ic,kind,rank
vendor_01,1.632168132557693,1.750360261421283,0.11819212886358987,2,smooth1_top50,0.625,8,2.486;1.582;3.030;3.179;0.137;0.300;1.957;0.782,36,0.04,REAL,2
vendor_02,1.632168132557693,1.750360261421283,0.11819212886358987,2,smooth1_top50,0.625,8,2.486;1.582;3.030;3.179;0.137;0.300;1.957;0.782,36,0.03,REAL,3
vendor_03,1.2260997986978575,1.5228531347986733,0.2967533361008159,5,smooth1_top50,0.375,8,2.795;1.005;2.698;2.503;0.085;0.046;1.168;0.769,36,0.025,REAL,4
vendor_06,0.904845800712993,0.674595445777169,-0.23025035493582402,3,smooth20_all,0.375,8,1.314;1.008;1.136;2.185;1.285;0.676;0.624;-1.674,36,0.0,fake,5
vendor_07,0.34338352178860654,0.7572844974436913,0.41390097565508477,5,smooth5_top25,0.5,8,1.330;-0.082;3.756;-0.353;-0.660;-1.150;-0.599;1.513,36,0.0,fake,6
vendor_05,0.3320504558745432,0.5456257546862886,0.21357529881174542,4,smooth20_top25,0.5,8,2.108;-1.597;0.632;0.139;2.208;0.314;-1.513;0.555,36,0.0,fake,7
vendor_04,0.09533448284548764,0.799216972076393,0.7038824892309054,3,smooth5_top25,0.5,8,-0.040;-0.290;0.576;2.417;1.533;-0.993;-0.411;-1.017,36,0.01,REAL,8
vendor_08,-0.02111169538816075,0.38913501711021453,0.4102467124983753,3,smooth20_all,0.375,8,1.319;0.740;-2.097;-0.407;2.154;-0.674;-1.664;-1.089,36,0.0,fake,9
vendor_09,-0.5893806018802814,-0.2788786250488601,0.31050197683142133,3,smooth5_all,0.5,8,0.801;-0.211;-2.003;-3.192;-0.263;0.163;-1.899;1.583,36,0.0,fake,10
vendor_10,-0.8292570221913077,-0.35203631221311454,0.47722070997819316,4,smooth20_top25,0.375,8,-1.096;-4.300;-0.811;-0.718;0.412;-0.905;2.310;-1.115,36,0.0,fake,11
vendor_11,-0.9616554669222072,-0.8297669473562027,0.13188851956600445,5,smooth1_top25,0.375,8,-0.507;-1.648;0.631;-2.876;-1.397;-0.855;-1.424;0.784,36,0.0,fake,12
vendor_00,1.0780032340761432,1.417519471311267,0.3395162372351239,4,smooth1_top25,0.375,8,0.498;3.782;-0.624;1.726;1.027;-0.331;1.899;0.574,37,0.05,REAL,1
vendor_01,1.078003234076143,1.417519471311267,0.33951623723512414,4,smooth1_top25,0.375,8,0.498;3.782;-0.624;1.726;1.027;-0.331;1.899;0.574,37,0.04,REAL,2
vendor_02,0.764107158666306,1.225616532694224,0.46150937402791814,6,smooth5_top25,0.25,8,-0.429;3.764;-0.330;0.548;0.383;0.535;1.729;0.826,37,0.03,REAL,3
vendor_03,0.748439476423275,0.8821857784919794,0.13374630206870441,5,smooth20_all,0.375,8,-0.180;3.375;-0.348;1.194;0.947;-0.021;2.381;-0.211,37,0.025,REAL,4
vendor_04,0.6538508679346284,0.7490284287926708,0.09517756085804241,3,smooth20_top50,0.625,8,0.875;1.779;0.494;1.397;-0.614;-2.185;3.955;-0.097,37,0.01,REAL,5
vendor_10,0.4689782218347286,0.6323635429146167,0.16338532107988812,4,smooth1_top25,0.5,8,2.339;-0.494;1.103;0.410;0.067;-1.573;0.801;0.019,37,0.0,fake,6
vendor_11,0.3416895018624109,0.48405555343653206,0.14236605157412113,4,smooth1_top25,0.375,8,0.055;3.211;-0.995;0.799;0.249;-2.071;1.607;0.619,37,0.0,fake,7
vendor_05,0.334258008911707,0.5044541240749688,0.17019611516326183,3,smooth1_top25,0.5,8,-2.771;1.151;-0.758;-0.086;0.410;1.619;1.707;2.939,37,0.0,fake,8
vendor_09,0.26081265823167765,0.29558021909351384,0.03476756086183619,4,smooth5_all,0.5,8,0.102;2.081;1.289;-0.661;1.455;-0.788;-1.212;-0.212,37,0.0,fake,9
vendor_08,0.16978968390241497,0.6887041325252742,0.5189144486228592,4,smooth5_top25,0.25,8,0.565;-1.146;1.293;-0.477;0.239;1.546;0.403;-0.260,37,0.0,fake,10
vendor_07,0.11606751644246749,0.19142295405244245,0.07535543760997496,3,smooth1_top25,0.375,8,0.926;2.340;0.113;-0.260;0.095;-2.929;0.905;-1.482,37,0.0,fake,11
vendor_06,-0.27957389396455784,-0.0821603046085773,0.19741358935598052,5,smooth20_top25,0.25,8,1.041;1.229;-0.354;-0.267;-2.246;-0.572;1.992;-1.755,37,0.0,fake,12
vendor_00,1.2843191300519237,1.7447341082030823,0.4604149781511586,4,smooth5_top50,0.375,8,2.744;2.018;-0.961;1.350;0.509;3.544;-2.211;4.583,38,0.05,REAL,1
vendor_01,1.235359082953431,1.7917020941759323,0.5563430112225012,4,smooth5_top25,0.375,8,2.345;2.075;-0.937;1.159;0.610;3.779;-2.597;4.637,38,0.04,REAL,2
vendor_04,1.0639306560044262,1.4759401204603757,0.41200946445594955,4,smooth5_all,0.375,8,-0.370;3.147;0.572;1.178;-1.181;-0.394;1.346;3.495,38,0.01,REAL,3
vendor_03,0.7732821289961085,1.2414166035919654,0.4681344745958569,6,smooth20_all,0.375,8,1.361;1.662;0.204;0.109;-0.827;1.240;0.371;2.056,38,0.025,REAL,4
vendor_06,0.7564045135361886,0.9258161150735111,0.1694116015373225,3,smooth5_all,0.5,8,0.726;-0.180;0.293;-1.262;0.910;1.289;1.366;2.664,38,0.0,fake,5
vendor_05,0.7260676428295615,0.45977412792171507,-0.2662935149078464,2,smooth20_top25,0.5,8,4.625;-1.283;0.147;1.718;1.744;-0.497;0.399;-0.794,38,0.0,fake,6
vendor_02,0.6681878071751675,1.0304252482688219,0.3622374410936544,4,smooth1_top25,0.375,8,2.183;1.610;-1.307;0.727;0.118;1.741;-1.473;2.569,38,0.03,REAL,7
vendor_09,0.6364569305243785,0.6464575115670694,0.01000058104269097,4,smooth5_top25,0.5,8,1.425;1.840;-1.302;1.125;-0.718;1.518;0.500;0.187,38,0.0,fake,8
vendor_10,0.5389649578145461,0.6769869369755374,0.13802197916099124,3,smooth20_top50,0.375,8,0.932;-0.548;-3.066;2.249;0.524;2.069;1.389;0.029,38,0.0,fake,9
vendor_08,0.09780409210518487,0.12444830254920618,0.026644210444021307,3,smooth1_top50,0.625,8,0.233;-1.091;-0.679;0.470;2.456;0.031;1.786;-2.234,38,0.0,fake,10
vendor_11,-0.001059478387671491,1.0257882953062258,1.0268477736938972,4,smooth20_top25,0.375,8,-1.945;-1.248;-0.942;0.424;0.595;-0.927;0.544;3.988,38,0.0,fake,11
vendor_07,-0.13085267105793844,0.1463150584380763,0.27716772949601476,5,smooth20_all,0.375,8,-0.281;2.535;-0.816;0.869;0.387;-1.440;0.443;-1.412,38,0.0,fake,12
vendor_00,1.66188619089484,1.9580144646004627,0.2961282737056228,5,smooth5_all,0.5,8,-0.355;3.650;1.799;2.808;1.557;2.192;1.414;0.913,39,0.05,REAL,1
vendor_01,1.6618861908948397,1.9580144646004627,0.296128273705623,5,smooth5_all,0.5,8,-0.355;3.650;1.799;2.808;1.557;2.192;1.414;0.913,39,0.04,REAL,2
vendor_02,1.6264646736607775,1.6480850299241543,0.021620356263376772,5,smooth5_all,0.5,8,-0.152;3.780;1.797;2.248;1.548;0.727;2.205;1.344,39,0.03,REAL,3
vendor_04,1.0600002252487895,1.1493917847706216,0.0893915595218322,1,smooth20_all,0.75,8,0.686;1.736;1.239;1.081;0.728;0.393;3.484;-0.580,39,0.01,REAL,4
vendor_03,1.0057889699040743,1.4469029426971998,0.4411139727931255,6,smooth20_top25,0.25,8,-1.727;2.499;1.034;0.164;2.119;1.721;0.751;1.338,39,0.025,REAL,5
vendor_06,0.09892704845603588,0.2450472217263881,0.1461201732703522,2,smooth1_top25,0.5,8,-0.150;-1.136;0.261;1.790;-0.893;0.688;0.306;-0.294,39,0.0,fake,6
vendor_05,-0.07772257637768698,0.357568146169974,0.435290722547661,5,smooth1_top50,0.375,8,-0.522;0.172;0.056;1.006;-0.289;0.692;0.156;-1.216,39,0.0,fake,7
vendor_11,-0.10942849557737289,0.08809605103597128,0.19752454661334418,4,smooth1_top25,0.5,8,-1.453;1.269;2.074;-1.115;-1.334;-0.026;0.006;-1.102,39,0.0,fake,8
vendor_08,-0.34524236497725386,0.2955064810061533,0.6407488459834072,5,smooth5_top25,0.25,8,0.213;1.639;-1.367;0.356;1.033;0.080;-0.966;-3.563,39,0.0,fake,9
vendor_07,-0.3631642317049395,-0.05278453602051528,0.31037969568442425,4,smooth20_top25,0.5,8,-0.937;-0.191;-0.710;0.640;1.031;-2.132;-1.698;0.481,39,0.0,fake,10
vendor_09,-0.36545503243671906,0.013901190601779804,0.37935622303849886,3,smooth1_top25,0.375,8,-1.913;0.056;-1.224;-1.583;-0.524;-0.434;2.574;-0.521,39,0.0,fake,11
vendor_10,-0.535595292790384,-0.3166068437156942,0.21898844907468978,4,smooth1_all,0.375,8,-2.469;0.528;0.376;1.053;-2.094;-1.783;-1.225;1.521,39,0.0,fake,12
