vendor,rate,turnover,gross_sharpe,net_sharpe,true_ic,kind
vendor_24,0.05,20.89898165219616,0.6334696857499127,0.444767461349134,0.0,fake
vendor_24,0.02,12.513304866525317,0.641089280877679,0.5277280253034174,0.0,fake
vendor_25,1.0,107.9712496146477,1.5676906943516387,0.648801882481234,0.0,fake
vendor_25,0.5,69.11204049098731,1.3182832363246553,0.7753575237116499,0.0,fake
vendor_25,0.3,48.918294976074286,1.2100369640165198,0.8262391413738751,0.0,fake
vendor_25,0.2,38.14403569502446,1.1885733299798817,0.8885968210044116,0.0,fake
vendor_25,0.1,26.059059875767378,1.2859604689046658,1.0786754418806543,0.0,fake
vendor_25,0.05,18.20424890711328,1.2199616094729142,1.072202303896408,0.0,fake
vendor_25,0.02,11.64874860338275,1.079694763860017,0.9820343792439531,0.0,fake
vendor_26,1.0,143.526616023365,-0.7629049682777181,-2.071581625173022,0.0,fake
vendor_26,0.5,89.86988224043921,-0.66012705735994,-1.413388373611137,0.0,fake
vendor_26,0.3,63.67797023680466,-0.4858280768203771,-1.0254788033511382,0.0,fake
vendor_26,0.2,49.3696524684777,-0.3264356769347006,-0.7470147681186275,0.0,fake
vendor_26,0.1,32.63794484388988,-0.192870862215576,-0.4749606585195467,0.0,fake
vendor_26,0.05,22.079290833064437,-0.21205090206074467,-0.4087503904876018,0.0,fake
vendor_26,0.02,13.077770588439433,-0.3625267562895528,-0.48078413796407593,0.0,fake
vendor_27,1.0,142.49810657956033,0.3578627480980496,-0.9532954907332448,0.0,fake
vendor_27,0.5,88.18211589042656,0.3577454166417706,-0.3845930284863391,0.0,fake
