seed,inversions,any_inversion,max_fake,min_real,top_is_fake,best_fake_rank,weakest_real_rank,mean_search_gap,max_sharpe
171,1,True,1.0372205826593182,0.7345342563362584,False,5,6,0.056186846580761875,1.7766074132823726
172,0,False,0.3951064702915116,0.577417583237091,False,6,5,0.35995991578962644,2.087850508444848
173,0,False,0.6816615695593131,0.9172167000576029,False,6,5,0.18289585851349444,1.4938663289997172
174,6,True,0.9477935810322771,-0.02771714510107884,False,5,11,0.18526378213142924,2.514545190396147
175,0,False,0.7787665007374182,1.294776069269383,False,6,5,0.10513697103382767,1.8736542052942127
176,0,False,0.793285833656508,0.9059468593114355,False,6,5,0.17172084065340543,2.1562973836566384
177,0,False,0.8611067022493544,0.9969952532632753,False,6,5,0.2951600678231044,1.3080084192241226
178,4,True,0.7592823556879863,0.47947249192373065,False,5,9,0.31912910417713397,2.127715481280536
179,1,True,0.7321212972161478,0.6792499628842867,False,5,6,0.21886213766394916,1.5280090606483736
180,0,False,0.36835933889710776,0.4010976466048833,False,6,5,0.2579619775886906,1.3062384925216064
181,4,True,0.9386112291837597,0.43895063133014356,False,5,9,0.179752365461356,2.0771835120405684
182,0,False,0.7519456744578976,1.1042393641665917,False,6,5,0.18722406333618866,1.9440559236243193
183,1,True,0.9030742238510805,0.7818044593045687,False,5,6,0.4039931717847134,1.8463801983413277
184,0,False,0.5918632574601563,1.3267923885091186,False,6,5,0.18073631678424737,1.7825764345589095
185,1,True,0.7414718013566831,0.576384033141467,False,5,6,0.22673401780024585,1.2957564544006175
186,1,True,0.8691741495737519,0.7648762099042127,False,5,6,0.24150042866804164,1.4242228491985738
187,3,True,0.7294031095541563,0.2717118881751535,False,5,8,0.29918773315565234,1.5735586573542388
188,1,True,1.095143151329951,1.0063379104579584,False,5,6,0.23943132195073383,2.095855558551207
189,0,False,0.5723750088100189,1.0031969873418136,False,6,5,0.19342264674621498,1.5663913806830037
190,0,False,0.5515111389147941,1.0407047480409424,False,6,5,0.1585182324118639,1.385477278000613
191,1,True,0.8782296021755803,0.5729322916290197,False,5,6,0.5120576692509474,2.237863063318454
192,2,True,0.7453089093949549,0.43890250531958913,False,5,7,0.21865432942463026,1.9171868354377044
193,6,True,0.4355815797367276,0.10573780441339264,False,5,11,0.1797446249112539,1.532957166182125
194,3,True,0.6704971487903834,0.27295308661804174,False,5,8,0.14703454273692265,1.9182694945446381
195,4,True,1.040788955909941,0.2642218264091503,False,5,9,0.2824641825426973,2.1960016077455853
196,1,True,0.9990295455872469,0.8089340597350813,False,5,6,0.2956389993375776,1.8376790978874955
197,1,True,0.8587090331917574,0.6781110951621571,False,5,6,0.22231995596749765,2.040304969187354
198,0,False,0.8795226914844828,1.4721906220796164,False,6,5,0.3454784587852285,2.011431850351819
199,0,False,0.6428422226820459,1.109671005779015,False,6,5,0.18224800460872134,1.629513001695636
